"R0000100","R0173600","R0214700","R0214800","T3200700","T3212900","T3976200","T4045802"
3600,1,3,1,-5,-5,-5,-5
3601,5,3,2,7,16,1,158500
3602,1,3,1,7,16,1,314500
3603,5,3,2,10,12,1,355991
3604,1,3,1,7,12,1,95200
3605,5,3,2,7,12,0,55000
3606,5,3,2,7,12,1,185300
3607,1,3,1,-5,-5,-5,-5
3608,1,3,1,7,16,0,381455
3609,5,3,2,11,14,0,145000
3610,5,3,2,10,12,0,-110
3611,5,3,2,7,12,1,-3
3612,1,3,1,11,12,-4,0
3613,5,3,2,12,13,1,247000
3614,6,3,2,6,20,0,785700
3615,1,3,1,-5,-5,-5,-5
3616,1,3,1,12,12,1,43000
3617,1,3,1,7,17,1,28500
3618,5,3,2,10,16,1,556500
3619,1,3,1,4,18,1,258000
3620,1,3,1,4,12,1,495500
3621,1,3,1,-5,-5,-5,-5
3622,1,3,1,-5,-5,-5,-5
3623,1,3,1,7,16,1,1411800
3624,5,3,2,7,16,1,112000
3625,5,3,2,7,16,0,650300
3626,5,3,2,9,16,1,157600
3627,1,3,1,10,12,1,785000
3628,1,3,1,5,16,0,611771
3629,5,3,2,11,16,1,1485771
3630,5,3,2,10,15,0,236150
3631,5,3,2,-5,-5,-5,-5
3632,1,3,1,7,11,0,1000
3633,5,3,2,5,12,1,-41438
3634,1,3,1,2,10,1,200
3635,5,3,2,2,10,1,93600
3636,5,3,2,1,18,1,-3
3637,6,3,2,10,12,0,1347191
3638,1,3,1,-5,-5,-5,-5
3639,1,3,1,2,9,0,25400
3640,1,3,1,11,12,0,7900
3641,5,3,2,-5,-5,-5,-5
3642,1,3,1,-5,-5,-5,-5
3643,5,3,2,5,16,1,-3
3644,1,3,1,-5,-5,-5,-5
3645,1,3,1,-5,-5,-5,-5
3646,1,3,1,-5,-5,-5,-5
3647,5,3,2,2,12,1,0
3648,5,3,2,10,12,0,59000
3649,5,3,2,10,12,1,64400
3650,5,3,2,11,12,0,129500
3651,5,3,2,7,16,0,360000
3652,5,3,2,9,10,0,2100
3653,1,3,1,-5,-5,-5,-5
3654,5,3,2,12,12,0,-3
3655,5,3,2,11,12,0,147800
3656,1,3,1,-5,-5,-5,-5
3657,2,3,1,2,11,0,-1000
3658,2,3,1,10,12,0,0
3659,6,3,2,2,12,0,-1000
3660,2,3,1,2,12,1,8400
3661,5,3,2,6,14,1,244100
3662,5,3,2,10,12,1,2500
3663,5,3,2,-5,-5,-5,-5
3664,4,1,1,-5,-5,-5,-5
3665,2,3,1,-5,-5,-5,-5
3666,4,1,1,-5,-5,-5,-5
3667,5,3,2,11,14,0,3000
3668,1,3,1,4,20,1,115000
3669,5,3,2,-5,-5,-5,-5
3670,1,3,1,-5,-5,-5,-5
3671,5,3,2,-5,-5,-5,-5
3672,1,3,1,-5,-5,-5,-5
3673,1,3,1,-5,-5,-5,-5
3674,5,3,2,-5,-5,-5,-5
3675,1,3,1,10,16,1,-3
3676,1,3,1,7,14,1,374600
3677,5,3,2,9,19,1,-3
3678,5,3,2,-5,-5,-5,-5
3679,5,3,2,11,16,1,246300
3680,1,3,1,1,16,0,423617
3681,5,3,2,8,16,1,155500
3682,5,3,2,-5,-5,-5,-5
3683,5,3,2,-5,-5,-5,-5
3684,5,3,2,-5,-5,-5,-5
3685,1,3,1,7,16,1,1435000
3686,1,3,1,4,16,0,310200
3687,5,3,2,7,16,1,275500
3688,5,3,2,-5,-5,-5,-5
3689,1,3,1,10,20,1,3749941
3690,1,3,1,5,19,0,1077729
3691,6,3,2,2,12,0,17550
3692,7,2,2,2,12,0,0
3693,1,3,1,2,10,1,5500
3694,1,3,1,12,11,0,257800
3695,3,2,1,2,13,0,4500
3696,7,2,2,-5,-5,-5,-5
3697,8,1,2,7,12,0,50
3698,8,1,2,-5,-5,-5,-5
3699,7,2,2,2,12,1,23550
3700,4,1,1,7,12,1,-39700
3701,4,1,1,-5,-5,-5,-5
3702,4,1,1,2,14,0,-9500
3703,7,2,2,2,10,0,0
3704,7,2,2,2,11,1,0
3705,5,3,2,1,14,1,661000
3706,1,3,1,5,13,1,4500
3707,1,3,1,4,16,0,580000
3708,1,3,1,7,12,1,410000
3709,6,3,2,7,18,1,455000
3710,2,3,1,7,12,0,56000
3711,5,3,2,-5,-5,-5,-5
3712,1,3,1,11,16,0,279500
3713,2,3,1,9,14,0,-287198
3714,6,3,2,-5,-5,-5,-5
3715,5,3,2,-5,-5,-5,-5
3716,1,3,1,2,12,0,94500
3717,5,3,2,4,16,1,87000
3718,5,3,2,7,14,1,-3
3719,5,3,2,4,12,0,213000
3720,5,3,2,-5,-5,-5,-5
3721,1,3,1,5,12,0,102317
3722,1,3,1,11,12,0,-3
3723,1,3,1,4,12,0,-30000
3724,1,3,1,7,12,0,-47597
3725,5,3,2,4,14,0,1431000
3726,5,3,2,5,12,1,9200
3727,5,3,2,-5,-5,-5,-5
3728,5,3,2,-5,-5,-5,-5
3729,5,3,2,2,12,0,-7500
3730,5,3,2,10,14,1,552800
3731,1,3,1,-5,-5,-5,-5
3732,1,3,1,10,12,0,24191
3733,1,3,1,4,12,1,0
3734,5,3,2,4,15,1,-3
3735,5,3,2,-5,-5,-5,-5
3736,5,3,2,10,12,1,188500
3737,5,3,2,7,12,1,468400
3738,5,3,2,6,12,0,2640
3739,5,3,2,7,12,1,-3
3740,5,3,2,7,12,0,-1
3741,5,3,2,7,12,1,50000
3742,1,3,1,4,10,0,742933
3743,1,3,1,-5,-5,-5,-5
3744,5,3,2,7,14,1,2044820
3745,1,3,1,9,16,1,142475
3746,5,3,2,-5,-5,-5,-5
3747,1,3,1,-5,-5,-5,-5
3748,1,3,1,11,9,0,-3
3749,5,3,2,2,12,0,0
3750,1,3,1,-5,-5,-5,-5
3751,1,3,1,12,12,1,18800
3752,5,3,2,4,12,1,-3
3753,5,3,2,4,12,0,-3
3754,5,3,2,4,13,1,190000
3755,5,3,2,4,12,1,967800
3756,5,3,2,-5,-5,-5,-5
3757,1,3,1,11,18,1,706800
3758,5,3,2,-5,-5,-5,-5
3759,5,3,2,10,14,1,1600
3760,1,3,1,10,12,1,201000
3761,1,3,1,-5,-5,-5,-5
3762,1,3,1,-5,-5,-5,-5
3763,1,3,1,4,12,1,16500
3764,5,3,2,7,12,1,55500
3765,1,3,1,7,13,1,152650
3766,2,3,1,7,15,1,18001
3767,6,3,2,10,9,0,1500
3768,6,3,2,7,8,0,18410
3769,6,3,2,9,12,0,38000
3770,5,3,2,2,12,0,242229
3771,5,3,2,7,16,0,-51050
3772,5,3,2,-5,-5,-5,-5
3773,5,3,2,-5,-5,-5,-5
3774,5,3,2,10,9,0,-3
3775,5,3,2,12,16,0,166500
3776,1,3,1,11,11,0,2050
3777,1,3,1,10,12,0,110000
3778,1,3,1,-5,-5,-5,-5
3779,5,3,2,4,18,0,1407000
3780,1,3,1,7,12,1,559000
3781,5,3,2,7,16,1,336000
3782,1,3,1,-5,-5,-5,-5
3783,5,3,2,4,16,1,1330000
3784,5,3,2,2,12,0,-3
3785,5,3,2,-5,-5,-5,-5
3786,5,3,2,11,14,0,2500
3787,6,3,2,1,16,1,180000
3788,1,3,1,-5,-5,-5,-5
3789,1,3,1,10,12,1,-3
3790,5,3,2,2,12,0,31425
3791,5,3,2,11,16,1,3749941
3792,1,3,1,10,18,0,1691129
3793,5,3,2,2,16,0,540000
3794,5,3,2,7,13,1,3749941
3795,1,3,1,7,15,0,621000
3796,5,3,2,12,13,0,33500
3797,5,3,2,4,14,0,-800
3798,5,3,2,8,20,1,-3
3799,5,3,2,10,16,0,3749941
3800,5,3,2,9,19,0,343200
3801,1,3,1,-5,-5,-5,-5
3802,5,3,2,10,12,1,72500
3803,1,3,1,9,18,1,173400
3804,5,3,2,5,18,1,195950
3805,1,3,1,11,16,0,287000
3806,5,3,2,4,14,1,295000
3807,1,3,1,12,14,1,193800
3808,1,3,1,-5,-5,-5,-5
3809,5,3,2,1,16,1,1608000
3810,1,3,1,-5,-5,-5,-5
3811,1,3,1,12,15,1,3749941
3812,5,3,2,10,16,1,392400
3813,5,3,2,11,14,1,246700
3814,5,3,2,11,12,0,479272
3815,1,3,1,1,16,0,591328
3816,1,3,1,12,16,1,3749941
3817,5,3,2,11,19,1,-3
3818,1,3,1,6,20,1,506400
3819,7,2,2,11,13,1,17800
3820,7,2,2,-5,-5,-5,-5
3821,7,2,2,10,12,0,0
3822,3,2,1,10,12,0,0
3823,7,2,2,2,14,0,14000
3824,7,2,2,9,15,1,-3
3825,3,2,1,11,12,1,-19500
3826,7,2,2,-5,-5,-5,-5
3827,3,2,1,2,14,0,-3
3828,7,2,2,2,12,1,4000
3829,1,3,1,7,16,1,1116500
3830,1,3,1,11,12,0,12499
3831,1,3,1,-5,-5,-5,-5
3832,5,3,2,-5,-5,-5,-5
3833,1,3,1,10,12,1,304245
3834,5,3,2,-5,-5,-5,-5
3835,5,3,2,-5,-5,-5,-5
3836,5,3,2,7,18,1,716000
3837,5,3,2,9,12,0,132040
3838,1,3,1,7,12,1,451200
3839,5,3,2,10,9,0,1051750
3840,3,2,1,11,13,0,-9000
3841,2,3,1,-5,-5,-5,-5
3842,7,2,2,10,8,1,40313
3843,5,3,2,-5,-5,-5,-5
3844,1,3,1,1,12,1,-500
3845,1,3,1,2,12,1,-29500
3846,5,3,2,-5,-5,-5,-5
3847,1,3,1,5,12,1,816000
3848,1,3,1,5,16,1,-3
3849,5,3,2,5,14,1,137400
3850,5,3,2,4,12,0,368000
3851,5,3,2,4,12,1,1000
3852,1,3,1,4,12,1,95075
3853,8,1,2,5,16,1,170000
3854,1,3,1,3,19,1,558500
3855,5,3,2,6,20,1,3749941
3856,1,3,1,-5,-5,-5,-5
3857,1,3,1,-5,-5,-5,-5
3858,5,3,2,-5,-5,-5,-5
3859,5,3,2,4,12,0,2200
3860,1,3,1,10,18,1,-26800
3861,1,3,1,11,16,1,212000
3862,1,3,1,-5,-5,-5,-5
3863,1,3,1,5,19,1,1916866
3864,6,3,2,-5,-5,-5,-5
3865,1,3,1,5,20,1,338500
3866,2,3,1,12,18,0,88500
3867,5,3,2,10,15,1,-3
3868,1,3,1,-5,-5,-5,-5
3869,1,3,1,-5,-5,-5,-5
3870,1,3,1,-5,-5,-5,-5
3871,1,3,1,4,18,1,1025328
3872,5,3,2,4,16,1,264000
3873,1,3,1,10,20,0,-3
3874,1,3,1,-5,-5,-5,-5
3875,1,3,1,5,16,1,669689
3876,5,3,2,4,16,1,785000
3877,5,3,2,7,16,1,134729
3878,1,3,1,7,14,0,-11271
3879,5,3,2,-5,-5,-5,-5
3880,1,3,1,-5,-5,-5,-5
3881,1,3,1,4,12,0,6000
3882,1,3,1,-5,-5,-5,-5
3883,1,3,1,10,14,1,201000
3884,1,3,1,11,16,0,378000
3885,1,3,1,-5,-5,-5,-5
3886,1,3,1,1,17,1,545000
3887,1,3,1,-5,-5,-5,-5
3888,1,3,1,11,13,0,139000
3889,5,3,2,11,16,0,-3800
3890,1,3,1,4,18,1,1296000
3891,5,3,2,-5,-5,-5,-5
3892,1,3,1,10,16,1,312000
3893,5,3,2,-5,-5,-5,-5
3894,1,3,1,10,20,1,273000
3895,1,3,1,5,20,1,1671000
3896,5,3,2,10,16,1,3749941
3897,5,3,2,12,16,1,1556950
3898,1,3,1,11,16,0,690328
3899,5,3,2,12,14,1,-27000
3900,5,3,2,7,12,0,27907
3901,1,3,1,1,16,1,210000
3902,1,3,1,5,16,1,502036
3903,5,3,2,5,18,0,860500
3904,1,3,1,5,18,1,738000
3905,1,3,1,7,12,1,-23400
3906,5,3,2,1,12,1,79000
3907,1,3,1,1,13,0,105000
3908,6,3,2,4,12,1,53000
3909,1,3,1,-5,-5,-5,-5
3910,1,3,1,9,16,0,36000
3911,5,3,2,10,18,0,634800
3912,5,3,2,11,18,1,75800
3913,5,3,2,10,16,1,-3
3914,5,3,2,10,12,0,491800
3915,5,3,2,2,16,0,-74971
3916,2,3,1,9,18,0,1685000
3917,1,3,1,9,14,0,-133271
3918,5,3,2,8,20,1,-3
3919,5,3,2,11,12,1,196050
3920,1,3,1,7,12,1,216900
3921,5,3,2,7,14,0,517000
3922,5,3,2,10,16,1,279500
3923,5,3,2,10,18,1,454500
3924,5,3,2,10,18,1,1696000
3925,1,3,1,8,18,1,371500
3926,1,3,1,8,18,1,-3
3927,5,3,2,10,12,1,87300
3928,5,3,2,2,12,0,-3
3929,5,3,2,2,12,0,64500
3930,1,3,1,-5,-5,-5,-5
3931,7,2,2,11,11,1,169000
3932,3,2,1,-5,-5,-5,-5
3933,3,2,1,2,12,0,233245
3934,7,2,2,2,12,1,2800
3935,7,2,2,11,13,1,-3
3936,7,2,2,-5,-5,-5,-5
3937,3,2,1,-5,-5,-5,-5
3938,7,2,2,2,12,1,9500
3939,7,2,2,-5,-5,-5,-5
3940,7,2,2,-5,-5,-5,-5
3941,3,2,1,10,12,0,0
3942,3,2,1,2,12,1,0
3943,3,2,1,2,12,1,5200
3944,7,2,2,5,14,0,-3
3945,7,2,2,-5,-5,-5,-5
3946,3,2,1,12,16,1,-30000
3947,7,2,2,-5,-5,-5,-5
3948,7,2,2,2,9,1,22500
3949,3,2,1,11,14,0,369850
3950,3,2,1,-5,-5,-5,-5
3951,3,2,1,-5,-5,-5,-5
3952,7,2,2,2,16,1,-4100
3953,7,2,2,2,16,0,94500
3954,3,2,1,2,12,1,-3
3955,3,2,1,2,11,1,-3
3956,3,2,1,-5,-5,-5,-5
3957,3,2,1,-5,-5,-5,-5
3958,3,2,1,2,12,0,37500
3959,7,2,2,-5,-5,-5,-5
3960,7,2,2,7,13,0,3000
3961,1,3,1,9,9,0,-33200
3962,5,3,2,9,13,0,-39600
3963,1,3,1,2,12,0,-36200
3964,5,3,2,9,18,0,490500
3965,1,3,1,5,14,1,191200
3966,3,2,1,10,20,1,-3
3967,4,1,1,7,16,1,97929
3968,1,3,1,11,16,1,537000
3969,5,3,2,5,14,1,455000
3970,5,3,2,2,16,1,276300
3971,1,3,1,-5,-5,-5,-5
3972,5,3,2,2,16,0,92000
3973,1,3,1,-5,-5,-5,-5
3974,3,2,1,-5,-5,-5,-5
3975,7,2,2,-5,-5,-5,-5
3976,3,2,1,-5,-5,-5,-5
3977,7,2,2,2,12,0,0
3978,7,2,2,9,2,0,-17000
3979,1,3,1,7,19,1,1558500
3980,1,3,1,7,16,1,-3
3981,2,3,1,-5,-5,-5,-5
3982,6,3,2,7,12,0,62554
3983,5,3,2,-5,-5,-5,-5
3984,1,3,1,-5,-5,-5,-5
3985,1,3,1,5,12,1,64900
3986,5,3,2,12,12,0,212000
3987,3,2,1,2,12,0,-1500
3988,7,2,2,11,12,0,1297250
3989,1,3,1,7,13,0,-3
3990,1,3,1,-5,-5,-5,-5
3991,5,3,2,2,11,0,807
3992,5,3,2,2,12,0,473500
3993,5,3,2,2,13,1,125300
3994,1,3,1,-5,-5,-5,-5
3995,7,2,2,9,14,0,-22000
3996,7,2,2,2,13,1,19500
3997,7,2,2,9,16,0,-86995
3998,5,3,2,2,11,0,4000
3999,1,3,1,-5,-5,-5,-5
4000,1,3,1,-5,-5,-5,-5
4001,5,3,2,11,13,0,42050
4002,5,3,2,12,18,1,-63500
4003,5,3,2,-5,-5,-5,-5
4004,1,3,1,11,12,0,527000
4005,7,2,2,10,13,0,-3
4006,3,2,1,2,20,1,271000
4007,7,2,2,2,16,1,244500
4008,3,2,1,2,13,1,-3
4009,1,3,1,11,14,1,-8940
4010,1,3,1,10,18,0,565000
4011,1,3,1,5,7,0,0
4012,5,3,2,11,14,0,0
4013,1,3,1,11,12,1,4100
4014,1,3,1,9,11,0,-400
4015,7,2,2,11,12,0,107400
4016,7,2,2,2,12,0,25200
4017,7,2,2,2,12,1,-18555
4018,1,3,1,9,11,1,-3
4019,5,3,2,7,16,0,579300
4020,3,2,1,2,12,0,0
4021,7,2,2,2,16,0,-3
4022,1,3,1,2,12,1,-152800
4023,5,3,2,2,16,1,273900
4024,5,3,2,2,3,0,214000
4025,1,3,1,2,12,0,78000
4026,5,3,2,-5,-5,-5,-5
4027,5,3,2,-5,-5,-5,-5
4028,5,3,2,2,12,0,75000
4029,1,3,1,2,8,1,-64500
4030,5,3,2,9,16,1,589800
4031,1,3,1,4,13,1,-3
4032,1,3,1,11,12,0,388000
4033,5,3,2,11,16,0,-3
4034,5,3,2,2,13,0,263200
4035,5,3,2,2,12,1,331000
4036,1,3,1,2,12,0,-9800
4037,5,3,2,2,14,1,-282213
4038,5,3,2,2,12,0,72000
4039,5,3,2,9,14,0,2009
4040,5,3,2,-5,-5,-5,-5
4041,5,3,2,12,13,1,38700
4042,2,3,1,11,16,0,461000
4043,2,3,1,7,12,1,545354
4044,2,3,1,-5,-5,-5,-5
4045,6,3,2,7,16,1,-47400
4046,2,3,1,2,11,0,-3
4047,2,3,1,10,9,0,-3
4048,1,3,1,9,11,1,2700
4049,5,3,2,10,11,1,85000
4050,5,3,2,-5,-5,-5,-5
4051,5,3,2,2,13,1,8600
4052,1,3,1,4,13,1,-3
4053,5,3,2,7,18,1,-3
4054,5,3,2,7,14,1,125800
4055,1,3,1,8,18,1,1476437
4056,1,3,1,6,16,0,104000
4057,5,3,2,-5,-5,-5,-5
4058,1,3,1,11,16,1,-3
4059,1,3,1,-5,-5,-5,-5
4060,5,3,2,11,14,0,119000
4061,1,3,1,10,12,1,0
4062,1,3,1,11,12,1,85090
4063,1,3,1,11,12,1,612
4064,1,3,1,9,12,1,38500
4065,5,3,2,2,12,1,106500
4066,5,3,2,12,12,1,3749941
4067,2,3,1,11,12,1,28000
4068,2,3,1,5,9,0,-9000
4069,3,2,1,9,12,0,146900
4070,3,2,1,-2,-2,-4,0
4071,7,2,2,11,12,0,-3
4072,3,2,1,12,9,0,-23000
4073,3,2,1,-5,-5,-5,-5
4074,5,3,2,9,19,1,-3
4075,5,3,2,-5,-5,-5,-5
4076,1,3,1,11,13,1,148800
4077,5,3,2,10,12,1,-8580
4078,6,3,2,2,12,0,18300
4079,6,3,2,2,14,0,279600
4080,5,3,2,-5,-5,-5,-5
4081,1,3,1,2,12,0,894000
4082,2,3,1,-5,-5,-5,-5
4083,5,3,2,2,14,0,-285533
4084,5,3,2,2,19,0,211600
4085,5,3,2,2,12,0,-3
4086,1,3,1,2,17,0,548345
4087,1,3,1,-5,-5,-5,-5
4088,1,3,1,5,14,1,1930533
4089,5,3,2,2,12,0,57200
4090,1,3,1,2,12,1,459700
4091,1,3,1,2,12,0,162100
4092,5,3,2,1,18,0,228000
4093,5,3,2,11,16,0,143100
4094,5,3,2,2,16,0,496000
4095,5,3,2,6,16,1,1398388
4096,5,3,2,-5,-5,-5,-5
4097,5,3,2,2,12,0,635245
4098,1,3,1,-5,-5,-5,-5
4099,5,3,2,-5,-5,-5,-5
4100,5,3,2,-5,-5,-5,-5
4101,2,3,1,9,12,0,-15500
4102,1,3,1,2,14,0,345900
4103,5,3,2,11,12,0,15900
4104,1,3,1,5,11,1,4350
4105,5,3,2,2,12,1,0
4106,1,3,1,10,16,1,272500
4107,5,3,2,10,20,0,189724
4108,5,3,2,5,16,1,640000
4109,5,3,2,5,14,0,347000
4110,5,3,2,2,12,0,-52500
4111,1,3,1,2,11,0,132771
4112,5,3,2,2,12,0,2008
4113,1,3,1,10,12,0,0
4114,1,3,1,11,12,0,862000
4115,5,3,2,-5,-5,-5,-5
4116,5,3,2,11,16,1,823334
4117,2,3,1,2,12,0,200
4118,2,3,1,-5,-5,-5,-5
4119,2,3,1,12,9,0,165000
4120,6,3,2,11,12,1,-3
4121,6,3,2,2,12,0,12000
4122,2,3,1,10,17,1,82000
4123,7,2,2,2,12,1,0
4124,5,3,2,12,18,0,294500
4125,5,3,2,12,12,0,1329800
4126,5,3,2,2,12,0,-3
4127,1,3,1,-5,-5,-5,-5
4128,1,3,1,-5,-5,-5,-5
4129,1,3,1,5,14,0,258500
4130,1,3,1,2,12,0,45350
4131,7,2,2,10,13,0,14760
4132,5,3,2,2,14,1,190000
4133,5,3,2,10,12,1,454000
4134,3,2,1,2,12,1,174000
4135,3,2,1,2,14,1,-3
4136,5,3,2,2,9,0,-3
4137,1,3,1,-5,-5,-5,-5
4138,1,3,1,-5,-5,-5,-5
4139,1,3,1,-5,-5,-5,-5
4140,5,3,2,-5,-5,-5,-5
4141,1,3,1,2,10,1,0
4142,5,3,2,-5,-5,-5,-5
4143,1,3,1,10,12,1,10200
4144,1,3,1,-5,-5,-5,-5
4145,5,3,2,2,12,0,-3
4146,1,3,1,-5,-5,-5,-5
4147,5,3,2,11,14,1,284850
4148,5,3,2,11,16,1,16300
4149,7,2,2,2,12,1,65700
4150,5,3,2,2,14,0,38300
4151,5,3,2,2,12,1,343000
4152,5,3,2,2,13,1,219000
4153,5,3,2,7,16,1,145100
4154,5,3,2,11,13,1,-3
4155,1,3,1,-5,-5,-5,-5
4156,1,3,1,2,12,0,219500
4157,5,3,2,-5,-5,-5,-5
4158,1,3,1,10,15,1,996109
4159,1,3,1,9,12,1,217500
4160,5,3,2,-5,-5,-5,-5
4161,1,3,1,-5,-5,-5,-5
4162,5,3,2,-5,-5,-5,-5
4163,5,3,2,2,12,1,504000
4164,1,3,1,-5,-5,-5,-5
4165,1,3,1,9,16,0,3749941
4166,1,3,1,-5,-5,-5,-5
4167,5,3,2,2,8,0,-30000
4168,3,2,1,2,10,1,-1300
4169,7,2,2,-5,-5,-5,-5
4170,5,3,2,7,14,1,1107500
4171,1,3,1,7,16,1,1111836
4172,1,3,1,7,16,1,269700
4173,7,2,2,2,12,0,-2000
4174,7,2,2,12,14,0,7000
4175,7,2,2,-5,-5,-5,-5
4176,7,2,2,2,12,0,110400
4177,5,3,2,7,8,1,-9850
4178,7,2,2,2,12,0,0
4179,7,2,2,7,14,0,73500
4180,7,2,2,2,12,0,14000
4181,3,2,1,2,12,0,0
4182,5,3,2,2,10,0,425000
4183,4,1,1,-5,-5,-5,-5
4184,8,1,2,-5,-5,-5,-5
4185,8,1,2,9,15,0,88900
4186,8,1,2,-5,-5,-5,-5
4187,8,1,2,12,12,1,449000
4188,5,3,2,10,12,0,-312008
4189,2,3,1,9,6,0,0
4190,5,3,2,-5,-5,-5,-5
4191,1,3,1,7,18,1,908500
4192,5,3,2,-5,-5,-5,-5
4193,1,3,1,-5,-5,-5,-5
4194,7,2,2,9,20,1,465878
4195,7,2,2,2,15,0,326900
4196,3,2,1,2,12,1,-3
4197,7,2,2,2,12,1,0
4198,7,2,2,2,12,1,188750
4199,7,2,2,2,10,0,0
4200,7,2,2,2,12,0,169000
4201,3,2,1,-5,-5,-5,-5
4202,3,2,1,-5,-5,-5,-5
4203,7,2,2,-5,-5,-5,-5
4204,3,2,1,5,14,1,8700
4205,3,2,1,7,12,1,900
4206,7,2,2,2,12,0,66334
4207,3,2,1,2,19,0,2000
4208,7,2,2,2,20,1,-15771
4209,3,2,1,2,8,0,0
4210,7,2,2,2,12,1,0
4211,3,2,1,2,11,1,245000
4212,7,2,2,12,14,0,3000
4213,3,2,1,4,16,1,800000
4214,7,2,2,4,16,1,3000
4215,7,2,2,2,13,0,-8000
4216,1,3,1,12,12,1,-3
4217,1,3,1,-5,-5,-5,-5
4218,5,3,2,2,12,1,7700
4219,5,3,2,2,12,0,329880
4220,5,3,2,9,12,1,-37200
4221,1,3,1,2,11,1,87000
4222,5,3,2,11,12,1,-3
4223,5,3,2,7,12,1,1101000
4224,6,3,2,2,19,1,922333
4225,1,3,1,7,15,1,-3
4226,1,3,1,10,20,1,428000
4227,5,3,2,7,17,0,-3
4228,5,3,2,10,15,1,148900
4229,1,3,1,-5,-5,-5,-5
4230,1,3,1,1,15,1,463000
4231,5,3,2,12,15,0,-1300
4232,5,3,2,9,16,0,2050
4233,1,3,1,-5,-5,-5,-5
4234,1,3,1,2,12,1,13400
4235,1,3,1,11,11,1,0
4236,5,3,2,2,13,1,79529
4237,1,3,1,2,12,0,16000
4238,1,3,1,2,15,1,297745
4239,1,3,1,11,12,1,-3
4240,1,3,1,10,12,1,97000
4241,5,3,2,-5,-5,-5,-5
4242,1,3,1,-5,-5,-5,-5
4243,4,1,1,-5,-5,-5,-5
4244,1,3,1,1,18,1,613210
4245,1,3,1,11,17,1,388500
4246,5,3,2,2,12,1,58100
4247,1,3,1,10,14,0,110000
4248,1,3,1,9,13,0,15496
4249,5,3,2,11,12,0,-10000
4250,5,3,2,2,12,1,-3
4251,5,3,2,9,12,1,327526
4252,5,3,2,9,14,1,29500
4253,1,3,1,-5,-5,-5,-5
4254,5,3,2,7,14,1,-13420
4255,5,3,2,-5,-5,-5,-5
4256,5,3,2,-5,-5,-5,-5
4257,5,3,2,5,16,1,561500
4258,1,3,1,-5,-5,-5,-5
4259,3,2,1,2,12,1,0
4260,2,3,1,-5,-5,-5,-5
4261,2,3,1,10,7,0,202800
4262,6,3,2,9,7,0,80300
4263,2,3,1,9,9,1,12500
4264,4,1,1,7,12,1,-68000
4265,8,1,2,11,12,1,7000
4266,4,1,1,-5,-5,-5,-5
4267,5,3,2,2,14,0,6200
4268,8,1,2,7,12,0,463345
4269,4,1,1,7,11,1,54000
4270,7,2,2,9,12,0,57500
4271,3,2,1,11,16,0,-3
4272,7,2,2,12,12,0,-3
4273,4,1,1,-5,-5,-5,-5
4274,8,1,2,2,11,0,16200
4275,8,1,2,7,8,0,62000
4276,2,3,1,-5,-5,-5,-5
4277,6,3,2,-5,-5,-5,-5
4278,1,3,1,3,12,1,293500
4279,1,3,1,-5,-5,-5,-5
4280,5,3,2,2,18,0,586000
4281,5,3,2,-5,-5,-5,-5
4282,8,1,2,2,15,1,452484
4283,5,3,2,-5,-5,-5,-5
4284,5,3,2,-5,-5,-5,-5
4285,1,3,1,2,17,0,381500
4286,5,3,2,2,9,1,31200
4287,5,3,2,-5,-5,-5,-5
4288,1,3,1,9,16,1,474000
4289,1,3,1,9,20,1,1493288
4290,5,3,2,10,20,1,56000
4291,8,1,2,-5,-5,-5,-5
4292,5,3,2,9,14,1,144500
4293,1,3,1,11,19,1,58000
4294,5,3,2,1,12,1,252001
4295,6,3,2,2,12,1,107675
4296,5,3,2,12,16,0,69100
4297,1,3,1,9,13,1,47500
4298,1,3,1,1,16,1,357500
4299,1,3,1,1,16,0,167500
4300,5,3,2,-5,-5,-5,-5
4301,1,3,1,2,12,0,3500
4302,1,3,1,11,20,1,340745
4303,1,3,1,9,13,1,92900
4304,5,3,2,2,12,1,467900
4305,5,3,2,7,12,0,-3
4306,5,3,2,11,18,0,-3
4307,1,3,1,11,14,1,21000
4308,5,3,2,7,11,0,1000
4309,1,3,1,-5,-5,-5,-5
4310,6,3,2,-5,-5,-5,-5
4311,3,2,1,2,15,0,180000
4312,3,2,1,9,12,0,75000
4313,3,2,1,9,10,1,20650
4314,3,2,1,9,11,0,24000
4315,3,2,1,11,16,1,173700
4316,3,2,1,9,13,-4,4000
4317,3,2,1,9,1,0,-1233
4318,4,1,1,7,14,1,95000
4319,8,1,2,7,12,1,66000
4320,8,1,2,7,15,0,168075
4321,4,1,1,7,12,1,16800
4322,4,1,1,-5,-5,-5,-5
4323,7,2,2,9,13,0,58300
4324,3,2,1,11,11,0,-3
4325,5,3,2,-5,-5,-5,-5
4326,6,3,2,3,12,1,790000
4327,2,3,1,3,12,1,2575
4328,1,3,1,10,12,1,286500
4329,1,3,1,-5,-5,-5,-5
4330,1,3,1,7,14,0,286000
4331,1,3,1,-5,-5,-5,-5
4332,1,3,1,-5,-5,-5,-5
4333,1,3,1,11,12,1,0
4334,1,3,1,-5,-5,-5,-5
4335,1,3,1,4,11,0,59000
4336,1,3,1,4,12,0,-3
4337,5,3,2,4,14,1,74500
4338,1,3,1,7,12,1,267000
4339,5,3,2,7,12,1,538300
4340,4,1,1,-5,-5,-5,-5
