"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","S2011600","S2261100","S2987800"
2892,2,4,1981,1,4,-5,-5,-5
2893,1,10,1982,1,4,-4,3,2
2894,2,6,1980,1,4,-4,5,6
2895,1,11,1982,1,3,-4,3,1
2896,1,11,1980,1,4,-5,-5,-5
2897,1,12,1982,1,4,9500,3,2
2898,1,8,1983,1,4,14500,3,3
2899,1,3,1981,1,4,-4,5,2
2900,1,11,1981,1,4,-4,3,3
2901,1,4,1983,1,4,-5,-5,-5
2902,2,7,1983,1,4,2500,3,1
2903,2,11,1983,1,2,2500,1,4
2904,1,9,1980,1,4,-4,1,1
2905,2,8,1983,1,4,7500,3,3
2906,1,10,1984,1,4,3250,3,3
2907,1,4,1980,1,4,-4,3,1
2908,1,5,1983,1,4,-3,3,2
2909,2,12,1983,1,4,37350,1,1
2910,1,2,1980,1,1,-4,3,1
2911,1,5,1980,1,4,-4,2,1
2912,2,2,1983,1,4,507,3,3
2913,2,2,1983,1,4,252540,3,2
2914,2,5,1981,1,4,-4,3,1
2915,1,11,1980,1,1,-4,3,3
2916,1,9,1981,1,4,-4,3,1
2917,1,4,1982,1,4,-5,-5,-5
2918,1,8,1982,1,4,-5,-5,-5
2919,1,9,1984,1,4,-5,-5,-5
2920,1,3,1982,1,4,-5,-5,-5
2921,1,1,1982,1,4,97500,2,2
2922,2,6,1983,1,4,7600,3,1
2923,1,10,1984,1,4,-4,3,1
2924,2,9,1982,1,4,-5,-5,-5
2925,1,11,1983,1,4,11500,3,6
2926,1,1,1982,1,4,-4,5,1
2927,2,1,1982,1,4,-4,1,1
2928,2,9,1980,1,4,-5,-5,-5
2929,2,5,1982,1,4,-4,3,4
2930,1,6,1983,1,4,5800,3,1
2931,1,9,1980,1,2,-4,3,2
2932,2,6,1981,1,4,-4,2,6
2933,2,9,1982,1,4,-4,2,6
2934,2,8,1980,1,4,-4,3,1
2935,2,12,1983,1,4,-4,1,2
2936,2,2,1983,1,4,6000,3,6
2937,2,10,1984,1,4,416150,3,5
2938,1,11,1980,1,4,-4,5,2
2939,1,8,1983,1,4,-3,3,5
2940,2,2,1980,1,4,-4,3,1
2941,1,10,1983,1,4,10000,3,2
2942,2,6,1981,1,4,-4,3,3
2943,2,2,1984,1,4,-4,3,3
2944,2,1,1984,1,4,-4,3,3
2945,1,6,1981,1,4,-4,3,1
2946,2,10,1983,1,4,8500,3,2
2947,1,12,1983,1,4,2500,1,3
2948,2,12,1983,1,4,-4,1,1
2949,1,4,1980,1,4,-4,3,1
2950,1,2,1981,1,4,-4,3,3
2951,1,9,1983,1,4,650,3,4
2952,2,9,1983,1,4,8850,3,2
2953,2,8,1982,1,1,-4,3,2
2954,1,8,1982,1,1,-4,3,2
2955,1,11,1984,1,4,-4,1,1
2956,2,2,1981,1,4,-5,-5,-5
2957,1,9,1981,1,4,-4,3,4
2958,2,12,1981,1,4,-4,1,1
2959,1,1,1981,1,1,-4,3,7
2960,1,8,1983,1,2,10550,3,2
2961,2,3,1980,1,1,-4,3,2
2962,2,9,1981,1,1,-4,3,6
2963,1,12,1983,1,4,71400,3,6
2964,1,2,1980,1,4,-4,1,1
2965,1,1,1984,1,4,-4,3,1
2966,2,9,1983,1,2,-5,-5,-5
2967,1,8,1984,1,4,-5,-5,-5
2968,1,5,1984,1,4,-4,1,1
2969,1,9,1984,1,4,-4,1,1
2970,2,4,1982,1,4,-4,1,1
2971,1,2,1980,1,2,-5,-5,-5
2972,1,8,1982,1,4,-4,3,2
2973,1,4,1981,1,4,-5,-5,-5
2974,2,6,1984,1,4,-5,-5,-5
2975,1,10,1981,1,4,-5,-5,-5
2976,1,9,1983,1,4,5200,3,2
2977,1,10,1980,1,4,-4,3,6
2978,1,6,1981,1,4,-4,3,3
2979,1,4,1982,1,4,-4,5,2
2980,1,1,1980,1,4,-4,3,1
2981,1,11,1982,1,4,-4,3,5
2982,2,6,1982,1,4,-4,3,1
2983,1,9,1980,1,4,-4,3,5
2984,1,5,1981,1,4,-4,3,4
2985,2,11,1982,1,4,-4,3,3
2986,2,4,1981,1,4,-4,5,3
2987,2,3,1984,1,4,-4,3,3
2988,1,1,1983,1,4,-3,3,1
2989,2,3,1983,1,4,-3,3,3
2990,1,6,1982,1,4,6000,3,4
2991,2,4,1981,1,4,-5,-5,-5
2992,1,7,1980,1,4,-4,6,3
2993,1,6,1984,1,4,-4,3,1
2994,1,5,1980,1,4,-4,1,1
2995,1,8,1983,1,4,15250,3,3
2996,1,11,1980,1,1,-5,-5,-5
2997,2,6,1980,1,4,-4,5,1
2998,2,9,1981,1,4,-4,3,6
2999,1,3,1983,1,1,-4,3,3
3000,2,6,1981,1,4,-5,-5,-5
3001,1,9,1984,1,4,-4,3,1
3002,2,1,1980,1,4,-4,2,1
3003,1,3,1982,1,4,-4,2,2
3004,1,8,1982,1,4,-4,3,1
3005,2,9,1984,1,4,6000,3,1
3006,2,8,1981,1,4,-4,3,2
3007,2,5,1983,1,4,26500,3,3
3008,1,3,1983,1,2,4500,3,7
3009,2,7,1981,1,4,-4,3,2
3010,2,9,1982,1,4,-4,3,1
3011,1,1,1984,1,4,3500,2,1
3012,2,11,1982,1,4,-4,3,2
3013,2,9,1982,1,4,-4,3,3
3014,2,7,1980,1,4,-4,3,2
3015,1,7,1983,1,4,15000,3,1
3016,1,11,1984,1,4,9150,3,3
3017,2,2,1984,1,4,-4,3,2
3018,2,10,1982,1,4,-4,1,6
3019,1,6,1981,1,4,-4,3,6
3020,1,12,1982,1,4,-4,3,5
3021,2,12,1980,1,4,-4,3,1
3022,2,3,1983,1,4,-3,3,6
3023,2,7,1980,1,4,-4,3,2
3024,1,6,1983,1,4,5400,3,4
3025,2,4,1983,1,4,2600,3,1
3026,2,8,1983,1,4,6900,3,1
3027,1,5,1984,1,4,-4,3,1
3028,2,10,1983,1,4,-3,2,2
3029,2,9,1980,1,4,-4,2,6
3030,2,1,1982,1,4,-4,3,1
3031,2,11,1982,1,4,-4,3,2
3032,1,6,1983,1,4,162500,3,2
3033,1,11,1984,1,4,-4,1,2
3034,1,8,1984,1,4,-5,-5,-5
3035,1,5,1981,1,4,-4,2,1
3036,1,4,1982,1,2,-4,3,7
3037,2,10,1984,1,2,6800,3,6
3038,1,2,1981,1,4,-4,3,3
3039,2,9,1982,1,4,-4,3,5
3040,2,7,1982,1,3,-3,3,1
3041,2,2,1984,1,3,-3,3,6
3042,1,11,1980,1,4,-4,1,2
3043,1,8,1984,1,4,-5,-5,-5
3044,1,8,1983,1,1,2500,1,2
3045,2,6,1984,1,4,1050,3,6
3046,2,4,1980,1,1,-4,3,5
3047,2,4,1982,1,4,-4,3,1
3048,1,9,1980,1,4,-4,3,2
3049,2,4,1982,1,4,-4,3,2
3050,2,1,1984,1,4,-5,-5,-5
3051,2,1,1983,1,4,3400,3,1
3052,2,1,1980,1,4,-4,3,7
3053,1,11,1982,1,4,-4,3,7
3054,2,4,1981,1,4,-4,3,4
3055,1,7,1982,1,4,-4,3,1
3056,1,6,1981,1,4,-4,2,2
3057,1,7,1984,1,4,-4,1,2
3058,1,8,1984,1,4,-4,3,2
3059,1,6,1982,1,4,-4,3,1
3060,2,3,1980,1,4,-4,3,4
3061,1,12,1981,1,4,-5,-5,-5
3062,2,6,1982,1,4,-5,-5,-5
3063,1,3,1982,1,4,-4,3,4
3064,1,3,1984,1,4,-4,3,2
3065,1,5,1981,1,4,-4,3,1
3066,2,12,1982,1,4,-4,3,2
3067,2,9,1980,1,4,-4,3,1
3068,1,5,1983,1,4,4100,3,1
3069,1,10,1980,1,4,-4,3,3
3070,2,3,1982,1,4,-5,-5,-5
3071,2,5,1980,1,4,-4,5,1
3072,1,1,1983,1,4,38521,3,1
3073,2,7,1980,1,4,-4,4,3
3074,1,1,1983,1,4,8700,3,1
3075,1,4,1982,1,4,-4,3,1
3076,1,6,1982,1,2,-4,3,6
3077,1,10,1984,1,4,32900,3,2
3078,2,2,1983,1,1,-3,3,6
3079,2,2,1982,1,4,-4,3,2
3080,1,9,1983,1,4,3800,3,1
3081,2,7,1980,1,4,-5,-5,-5
3082,1,12,1984,1,4,-5,-5,-5
3083,2,10,1983,1,4,-5,-5,-5
3084,1,11,1980,1,4,-4,5,2
3085,2,3,1983,1,4,2800,3,1
3086,2,12,1983,1,4,-4,3,2
3087,2,10,1983,1,4,3500,3,7
3088,1,7,1982,1,4,-4,3,1
3089,1,4,1980,1,4,-4,5,3
3090,1,6,1980,1,4,-4,3,2
3091,1,11,1984,1,4,8800,3,1
3092,1,10,1982,1,4,-5,-5,-5
3093,2,3,1982,1,4,-4,4,4
3094,1,10,1980,1,4,-4,3,1
3095,1,11,1982,1,4,-5,-5,-5
3096,2,4,1983,1,4,16999,3,5
3097,1,9,1981,1,4,-4,3,7
3098,1,3,1984,1,4,-4,1,6
3099,2,10,1982,1,4,-4,4,6
3100,2,3,1982,1,1,-5,-5,-5
3101,1,2,1982,1,1,-4,1,2
3102,1,9,1981,1,1,-4,2,1
3103,1,8,1984,1,1,1800,3,1
3104,1,2,1980,1,1,2500,1,4
3105,2,8,1980,1,1,-4,3,1
3106,1,4,1982,1,4,-4,3,2
3107,1,6,1983,1,4,8500,3,5
3108,1,3,1981,1,2,-4,3,2
3109,1,10,1983,1,2,2500,1,2
3110,1,11,1984,1,4,-4,3,6
3111,1,10,1981,1,4,-4,3,6
3112,2,11,1984,1,4,-5,-5,-5
3113,1,11,1984,1,1,2500,3,5
3114,1,11,1980,1,1,-5,-5,-5
3115,2,11,1980,1,1,-5,-5,-5
3116,2,1,1982,1,2,-4,3,2
3117,2,9,1984,1,2,-3,3,5
3118,2,5,1981,1,1,-4,3,8
3119,1,11,1980,1,4,-4,2,1
3120,1,9,1982,1,4,-5,-5,-5
3121,1,7,1984,1,4,5500,3,3
3122,1,3,1984,1,4,-4,3,2
3123,2,11,1983,1,4,6500,3,2
3124,2,5,1981,1,1,-5,-5,-5
3125,2,1,1982,1,4,-4,3,6
3126,2,4,1983,1,3,-17500,3,2
3127,1,10,1984,1,4,4200,3,1
3128,1,3,1980,1,4,-4,5,1
3129,2,7,1980,1,4,-4,3,5
3130,1,11,1984,1,4,2500,2,6
3131,1,10,1980,1,4,-4,4,4
3132,2,7,1980,1,4,-4,5,3
3134,2,3,1982,1,4,-4,3,5
3135,1,12,1983,1,4,9400,3,1
3136,1,11,1984,1,4,-4,1,2
3137,1,7,1983,1,4,-400,2,1
3138,1,3,1980,1,4,-5,-5,-5
3139,1,3,1981,1,4,-4,2,1
3140,2,1,1982,1,4,-4,3,6
3141,1,2,1984,1,4,-4,3,6
3142,1,12,1981,1,4,-4,3,6
3143,1,5,1984,1,4,-5,-5,-5
3144,2,1,1983,1,4,-3,3,1
3145,1,5,1982,1,4,7000,3,7
3146,1,2,1982,1,4,-4,4,4
3147,1,4,1982,1,2,-4,3,1
3148,2,6,1980,1,4,-4,4,6
3149,1,5,1982,1,4,-4,3,2
3150,1,11,1982,1,4,-3,1,6
3151,2,7,1984,1,4,-4,3,1
3152,1,4,1984,1,4,-3,3,6
3153,2,2,1982,1,4,-4,3,6
3154,1,11,1980,1,4,-4,3,1
3155,2,1,1981,1,4,-4,5,1
3156,1,8,1982,1,4,-4,3,3
3157,1,12,1980,1,4,-5,-5,-5
3158,1,9,1982,1,4,-5,-5,-5
3159,2,11,1980,1,4,-4,3,5
3160,2,2,1981,1,4,-5,-5,-5
3161,2,5,1980,1,4,-4,4,5
3162,2,10,1984,1,4,-4,3,3
3163,1,3,1981,1,4,-4,3,5
3164,2,9,1984,1,4,-4,3,3
3165,2,9,1983,1,4,8486,1,1
3166,2,7,1981,1,4,-4,3,2
3167,1,10,1982,1,4,-4,2,3
3168,2,8,1984,1,4,-4,3,2
3169,2,11,1983,1,4,4050,3,3
3170,2,8,1982,1,4,-4,4,5
3171,1,1,1984,1,4,-4,3,1
3172,1,6,1983,1,2,-3,3,1
3173,1,12,1980,1,4,-4,1,1
3174,1,3,1984,1,4,-5,-5,-5
3175,2,5,1981,1,4,-4,5,1
3176,1,3,1983,1,4,-5,-5,-5
3177,2,10,1984,1,4,-4,1,2
3178,2,1,1981,1,2,-4,3,2
3179,2,10,1984,1,2,5700,3,6
3180,2,5,1980,1,4,-4,5,2
3181,1,1,1982,1,4,-4,3,1
3182,2,6,1984,1,4,-3,3,3
3183,2,12,1983,1,4,-4,3,5
3184,1,12,1980,1,4,-4,1,2
3185,2,3,1983,1,4,3700,3,2
3186,2,11,1980,1,4,-4,5,3
3187,1,12,1983,1,4,-3,3,3
3188,2,11,1980,1,4,-5,-5,-5
3189,2,1,1980,1,4,-4,3,1
3190,2,6,1982,1,4,-5,-5,-5
3191,1,11,1984,1,4,-5,-5,-5
3192,2,9,1980,1,4,-4,5,4
3193,1,6,1984,1,4,9500,3,4
3194,1,7,1983,1,4,16000,3,3
3195,2,1,1982,1,4,-4,4,3
3196,2,2,1980,1,4,-4,5,5
3197,1,9,1981,1,4,-4,3,6
3198,1,10,1984,1,4,12550,3,5
3199,2,11,1983,1,4,1500,3,2
3200,2,1,1981,1,4,-4,3,1
3201,1,3,1982,1,4,-4,3,2
3202,1,4,1983,1,4,32750,3,3
3203,2,1,1982,1,2,-4,2,1
3204,2,4,1983,1,2,4500,3,2
3205,1,11,1982,1,4,-5,-5,-5
3206,2,5,1983,1,4,6500,1,1
3207,1,2,1981,1,4,-4,3,1
3208,1,5,1982,1,4,-5,-5,-5
3209,1,12,1982,1,4,2500,3,5
3210,2,11,1984,1,4,5700,3,5
3211,2,4,1983,1,4,12650,3,2
3212,1,6,1984,1,4,-4,3,1
3213,2,12,1982,1,4,-4,3,3
3214,2,12,1984,1,2,2800,3,6
3215,1,10,1981,1,4,-4,3,1
3216,1,3,1981,1,4,-4,4,5
3217,1,1,1982,1,4,-5,-5,-5
3218,2,8,1984,1,4,-5,-5,-5
3219,1,5,1983,1,2,15500,3,2
3220,1,3,1983,1,4,7200,3,3
3221,2,10,1980,1,4,-4,3,5
3222,1,11,1980,1,4,-4,3,1
3223,2,5,1982,1,4,-5,-5,-5
3224,1,6,1983,1,4,-5,-5,-5
3225,2,10,1980,1,4,-4,3,2
3226,1,12,1981,1,4,-5,-5,-5
3227,2,10,1980,1,2,-4,3,3
3228,2,11,1982,1,4,-4,3,5
3229,2,9,1983,1,4,2300,3,7
3230,2,10,1981,1,4,-4,3,6
3231,1,6,1983,1,4,4000,2,1
3232,2,10,1984,1,4,2500,3,1
3233,2,8,1980,1,4,-5,-5,-5
3234,1,10,1980,1,4,-5,-5,-5
3235,2,1,1981,1,4,-4,5,1
3236,2,5,1983,1,4,131749,3,6
3237,2,11,1981,1,4,-4,3,7
3238,2,7,1981,1,4,-4,3,6
3239,2,9,1983,1,4,2900,3,6
3240,2,4,1983,1,4,7500,2,1
3241,2,10,1983,1,2,4300,1,3
3242,2,11,1982,1,4,-4,3,1
3243,2,8,1980,1,2,-4,3,1
3244,1,4,1982,1,4,-4,3,6
3245,1,4,1983,1,4,20000,3,4
3246,1,8,1980,1,1,-4,3,6
3247,1,5,1981,1,4,-4,3,7
3248,2,8,1981,1,4,-4,4,7
3249,2,7,1981,1,4,-4,3,4
3250,2,5,1980,1,4,-4,3,2
3251,2,5,1983,1,2,8506,3,1
3252,2,10,1984,1,2,-4,2,1
3253,1,2,1984,1,4,-4,3,1
3254,2,3,1980,1,4,-4,1,1
3255,2,9,1981,1,4,-4,3,2
3256,1,4,1984,1,4,-4,3,1
3257,2,2,1980,1,4,-4,3,4
3258,1,5,1980,1,4,-4,3,6
3259,1,4,1981,1,4,-4,3,1
3260,1,4,1983,1,4,4200,3,1
3261,2,6,1981,1,4,-4,3,4
3262,1,6,1983,1,4,8500,3,6
3263,1,4,1981,1,4,-4,3,2
3264,2,2,1981,1,4,-5,-5,-5
3265,2,6,1980,1,4,-5,-5,-5
3266,1,10,1981,1,4,-5,-5,-5
3267,2,4,1982,1,4,-4,3,1
3268,2,7,1981,1,4,-4,1,4
3269,1,4,1983,1,4,4000,1,5
3270,1,2,1981,1,4,-4,1,1
3271,1,6,1981,1,4,-4,2,2
3272,2,2,1983,1,4,6800,3,2
3273,1,9,1980,1,4,-5,-5,-5
3274,1,2,1981,1,4,-4,3,2
3275,1,7,1981,1,4,-4,3,1
3276,2,5,1982,1,4,-4,3,5
3277,2,12,1981,1,4,-5,-5,-5
3278,2,10,1983,1,4,-5,-5,-5
3279,2,11,1984,1,4,2800,3,4
3280,2,11,1981,1,4,-5,-5,-5
3281,1,11,1984,1,4,6600,3,2
3282,2,4,1984,1,4,-4,3,6
3283,1,6,1981,1,4,-4,3,2
3284,2,6,1984,1,4,-4,3,6
3285,1,10,1984,1,4,2601,3,3
3286,1,12,1983,1,4,-4,3,7
3287,1,6,1981,1,3,-4,4,6
3288,2,12,1983,1,3,5900,3,7
3289,1,3,1982,1,4,-4,1,1
3290,1,9,1984,1,4,-4,1,2
3291,2,6,1981,1,4,-4,1,2
3292,2,7,1983,1,4,2500,1,1
3293,1,1,1981,1,4,-4,3,5
3294,1,8,1981,1,4,-5,-5,-5
3295,2,6,1980,1,4,-4,3,4
3296,2,10,1981,1,4,-4,1,7
3297,2,1,1984,1,1,-4,3,1
3298,2,1,1980,1,1,-4,3,1
3299,1,3,1982,1,1,-4,1,2
3300,1,2,1984,1,1,-4,3,3
3301,1,3,1984,1,1,-4,1,2
3302,2,10,1984,1,4,8000,3,1
3303,2,8,1984,1,4,25000,3,6
3304,1,10,1980,1,4,-5,-5,-5
3305,1,12,1984,1,1,9600,3,6
3306,2,3,1981,1,4,-5,-5,-5
3307,2,6,1981,1,4,-4,3,1
3308,2,12,1981,1,4,-4,3,6
3309,1,3,1982,1,4,-4,1,2
3310,1,6,1980,1,4,-4,3,1
3311,1,11,1983,1,4,2778,3,2
3312,2,6,1980,1,4,-4,3,5
3313,2,10,1983,1,4,10000,3,2
3314,1,12,1980,1,4,-5,-5,-5
3315,1,10,1981,1,4,-4,3,4
3316,2,6,1983,1,4,675,3,1
3317,2,10,1984,1,4,-4,2,1
3318,2,4,1984,1,4,4500,3,4
3319,2,4,1981,1,4,-4,3,2
3320,2,2,1982,1,4,-4,4,3
3321,1,1,1981,1,4,-4,2,1
3322,1,9,1983,1,4,14500,3,1
3323,2,6,1980,1,4,-4,3,3
3324,2,2,1982,1,4,-4,3,3
3325,1,10,1980,1,4,-4,5,6
3326,2,2,1980,1,1,-4,3,7
3327,1,10,1981,1,4,-4,1,1
3328,1,9,1980,1,4,-4,3,2
3329,2,11,1983,1,4,8620,1,1
3330,1,6,1980,1,4,-5,-5,-5
3331,2,9,1982,1,4,-5,-5,-5
3332,1,11,1982,1,4,-4,2,1
3333,1,7,1984,1,4,-4,1,1
3334,2,2,1982,1,4,-5,-5,-5
3335,1,5,1981,1,4,-4,2,2
3336,1,12,1983,1,2,-5,-5,-5
3337,2,8,1980,1,2,-4,3,1
3338,1,8,1984,1,2,2900,3,6
3339,2,8,1982,1,2,-4,3,2
3340,1,12,1984,1,4,-4,1,6
3341,1,5,1984,1,2,-4,3,1
3342,2,7,1980,1,4,-5,-5,-5
3343,1,4,1982,1,4,-4,3,1
3344,1,5,1983,1,4,2500,1,2
3345,2,3,1980,1,2,-4,3,1
3346,2,12,1981,1,2,-4,3,1
3347,1,10,1983,1,4,2100,3,1
3348,2,1,1981,1,4,-4,3,1
3349,2,6,1982,1,4,-4,4,1
3350,1,7,1981,1,4,-4,3,1
3351,1,8,1982,1,4,32520,2,1
3352,1,12,1982,1,4,3100,3,2
3353,2,11,1982,1,2,35700,4,6
3354,1,4,1980,1,4,-5,-5,-5
3355,2,1,1982,1,4,-5,-5,-5
3356,1,11,1982,1,4,-4,2,1
3357,2,1,1984,1,4,-5,-5,-5
3358,2,2,1981,1,4,-4,3,2
3359,1,5,1982,1,4,-4,3,1
3360,2,6,1983,1,2,10500,3,-1
3361,2,3,1982,1,4,-4,3,1
3362,1,6,1984,1,2,2500,1,1
3363,2,5,1981,1,4,-4,5,7
3364,2,12,1982,1,4,-4,3,7
3365,2,8,1983,1,4,15500,3,4
3366,1,12,1984,1,4,-4,3,1
3367,1,10,1980,1,4,-4,3,1
3368,2,9,1984,1,4,7500,3,1
3369,1,4,1980,1,4,-4,4,2
3370,1,6,1982,1,4,-5,-5,-5
3371,2,10,1984,1,4,-5,-5,-5
3372,1,10,1982,1,4,-4,2,1
3373,1,8,1984,1,4,-5,-5,-5
3374,1,5,1980,1,4,-4,5,1
3375,2,8,1984,1,4,-5,-5,-5
3376,2,8,1984,1,2,-5,-5,-5
3377,2,8,1984,1,4,-4,3,4
3378,1,2,1983,1,4,6500,3,2
3379,1,5,1982,1,4,-4,5,6
3380,2,7,1984,1,4,-4,3,5
3381,2,8,1982,1,4,-5,-5,-5
3382,1,7,1984,1,2,-4,1,1
3383,2,1,1981,1,1,-4,4,8
3384,1,11,1980,1,1,-4,1,2
3385,1,7,1984,1,1,-4,1,1
3386,1,3,1981,1,1,-5,-5,-5
3387,1,4,1982,1,2,-5,-5,-5
3388,1,7,1983,1,1,-5,-5,-5
3389,1,4,1983,1,1,3300,1,3
3390,1,6,1982,1,4,-5,-5,-5
3391,2,4,1984,1,4,-4,3,7
3392,1,12,1981,1,2,-5,-5,-5
3393,2,7,1982,1,1,-5,-5,-5
3394,1,7,1982,1,2,-4,4,2
3395,1,6,1984,1,2,-4,3,4
3396,1,4,1981,1,4,-5,-5,-5
3397,2,8,1983,1,4,-5,-5,-5
3398,2,5,1983,1,1,-250,3,2
3399,1,11,1984,1,4,-3,3,4
3400,1,5,1980,1,4,-4,3,6
3401,2,12,1981,1,4,-4,1,1
3402,2,5,1981,1,4,-4,3,6
3403,2,12,1982,1,4,-3,1,5
3405,2,8,1984,1,4,-4,2,1
3406,2,5,1983,1,4,5400,3,3
3407,1,1,1982,1,4,-4,3,7
3408,2,10,1983,1,4,2960,5,1
3409,1,6,1982,1,1,-4,3,3
3410,2,8,1984,1,4,-4,3,4
3411,2,9,1980,1,1,-4,5,3
3412,1,3,1983,1,4,16475,1,1
3413,2,7,1981,1,4,-4,3,3
3414,2,9,1983,1,4,9250,3,1
3415,2,5,1984,1,4,-4,3,1
3416,2,1,1981,1,4,-4,5,3
3417,2,11,1983,1,4,5800,3,2
3418,1,6,1982,1,4,-4,3,3
3419,1,3,1984,1,4,-4,3,4
3420,2,5,1982,1,4,-4,3,2
3421,1,10,1984,1,4,3000,3,1
3422,2,12,1982,1,4,-4,3,7
3423,2,10,1981,1,4,-4,4,3
3424,1,8,1983,1,4,10900,3,1
3425,1,1,1983,1,4,7500,3,1
3426,2,12,1980,1,4,-5,-5,-5
3427,2,1,1980,1,4,-4,2,1
3428,2,10,1983,1,4,2501,1,2
3429,2,9,1984,1,3,-4,3,1
3430,2,7,1983,1,4,8000,1,2
3431,2,9,1982,1,3,-4,3,2
3432,2,1,1984,1,3,-4,3,1
3433,1,9,1984,1,1,2500,3,6
3434,1,8,1980,1,4,-4,3,3
3435,1,1,1983,1,4,-31375,3,3
3436,1,12,1982,1,4,-4,1,5
3437,2,9,1984,1,4,-4,3,1
3438,2,3,1983,1,4,4250,1,7
3439,1,12,1984,1,4,-4,1,1
3440,1,11,1981,1,4,-4,3,2
3441,2,11,1981,1,4,-4,3,3
3442,2,3,1981,1,4,-4,1,2
3443,2,12,1983,1,4,-13280,3,2
3444,2,10,1983,1,4,22000,1,3
3445,2,5,1980,1,1,-4,3,3
3446,1,2,1980,1,4,-4,5,1
3447,1,12,1984,1,4,3000,3,1
3448,1,7,1980,1,4,-5,-5,-5
3449,1,3,1981,1,4,-4,4,1
3450,1,8,1981,1,4,-4,3,6
3451,1,11,1983,1,4,500,2,3
3452,2,11,1983,1,4,-5,-5,-5
3453,2,9,1981,1,4,-5,-5,-5
3454,1,5,1981,1,4,-4,3,2
3455,2,6,1983,1,4,2714,3,3
3456,1,11,1984,1,4,-4,3,2
3457,1,10,1983,1,4,63500,3,6
3458,1,10,1983,1,4,220500,3,5
3459,1,2,1984,1,4,-4,3,5
3460,2,12,1980,1,4,-5,-5,-5
3461,2,8,1983,1,4,-5,-5,-5
3462,2,12,1982,1,4,-4,3,1
3463,2,11,1982,1,4,-4,3,6
3464,1,11,1982,1,4,-4,3,4
3465,1,1,1980,1,4,-4,3,1
3466,1,7,1982,1,4,-4,1,1
3467,1,7,1984,1,4,-4,3,1
3468,1,7,1982,1,4,-4,3,1
3469,1,7,1984,1,4,-4,3,6
3470,2,6,1981,1,4,-4,3,3
3471,1,2,1984,1,4,-4,3,3
3472,1,5,1984,1,4,-4,3,1
3473,1,9,1983,1,4,8000,3,6
3474,1,6,1980,1,4,-4,3,1
3475,2,9,1984,1,4,-4,3,3
3476,1,1,1984,1,4,-3,3,3
3477,2,1,1981,1,4,-4,3,4
3478,2,8,1982,1,4,-5,-5,-5
3479,2,3,1980,1,4,-5,-5,-5
3480,2,12,1981,1,4,-5,-5,-5
3481,2,9,1981,1,3,-4,3,5
3482,1,5,1984,1,4,-4,3,3
3483,2,2,1980,1,4,-4,3,1
3484,2,9,1983,1,4,-1063,3,2
3485,1,10,1984,1,4,89999,3,1
3486,1,4,1981,1,4,-4,5,2
3487,1,2,1984,1,4,-4,3,4
3488,2,3,1981,1,4,-4,3,6
3489,2,2,1983,1,1,3500,3,6
3490,2,3,1981,1,1,-5,-5,-5
3491,1,3,1984,1,1,-5,-5,-5
3492,2,7,1981,1,1,-5,-5,-5
3493,1,9,1984,1,1,6500,3,6
3494,2,9,1980,1,1,2500,3,6
3495,1,12,1982,1,1,-4,3,2
3496,1,8,1983,1,1,4000,3,3
3497,2,7,1984,1,4,-4,3,1
3498,2,8,1983,1,4,5700,3,2
3499,1,3,1980,1,4,-5,-5,-5
3500,1,9,1982,1,4,-4,3,4
3501,2,5,1980,1,1,-4,3,1
3502,1,7,1983,1,1,-5,-5,-5
3503,2,6,1981,1,1,-4,3,5
3504,2,1,1982,1,1,-4,3,5
3505,1,11,1981,1,1,-5,-5,-5
3506,2,1,1983,1,1,-4,1,4
3507,2,1,1980,1,1,-4,3,5
3508,1,4,1982,1,1,-4,1,1
3509,1,5,1983,1,1,-3,3,6
3510,2,12,1980,1,1,-4,4,2
3511,1,11,1980,1,1,7500,1,2
3512,2,9,1980,1,1,-4,3,7
3513,1,1,1982,1,1,-4,3,3
3514,1,11,1983,1,1,-4,3,3
3515,1,3,1984,1,4,20000,3,3
3516,1,9,1981,1,1,-4,1,5
3517,2,8,1983,1,1,17000,3,2
3518,1,5,1982,1,4,-4,3,5
3520,1,6,1981,1,4,-4,5,2
3521,2,11,1981,1,4,-4,3,2
3522,2,1,1984,1,4,-4,2,2
3523,1,8,1982,1,4,-4,3,4
3524,2,5,1980,1,1,-4,3,4
3525,1,10,1982,1,1,-4,3,1
3526,2,6,1980,1,4,-5,-5,-5
3527,2,5,1983,1,4,-3,4,4
3528,1,1,1983,1,4,11000,2,2
3529,2,12,1982,1,2,-5,-5,-5
3530,1,9,1984,1,4,-4,3,3
3531,2,11,1981,1,1,-4,1,1
3532,2,1,1982,1,4,-4,2,2
3533,1,3,1981,1,4,-4,4,1
3534,2,3,1981,1,4,-5,-5,-5
3535,2,8,1980,1,4,-4,5,3
3536,2,1,1984,1,4,-4,3,7
3537,2,7,1982,1,1,-4,3,3
3538,1,9,1982,1,4,-4,3,6
3539,1,6,1982,1,4,-4,3,2
3540,2,12,1980,1,1,-5,-5,-5
3541,2,8,1982,1,4,-4,3,1
3542,2,4,1982,1,1,-4,3,3
3543,1,11,1982,1,1,-4,1,3
3544,1,9,1984,1,4,-4,3,6
3545,1,11,1984,1,4,-4,2,3
3546,1,10,1981,1,1,-4,3,1
3547,1,10,1983,1,1,6700,3,1
3548,2,6,1980,1,4,-4,5,7
